EMA10,EMA20,RSI,MACD,BB_H,BB_L,STOCH,Target,Date
1184.3629652721393,1174.9459760096472,64.1770247002244,9.052516914848411,1204.2121771754921,1134.7294488010705,90.12290077509915,0,2023-11-29
1184.4249900522047,1175.875321300395,56.361930889811774,8.611503700260528,1204.2704266753753,1139.133552816812,69.71020280634049,1,2023-11-30
1186.0023933168607,1177.515834320149,60.149454420904014,8.837658491303273,1205.4911421463873,1142.7414628340814,84.504085745768,1,2023-12-01
1189.6395647024315,1180.2292630456109,65.15556150683548,9.943679903277143,1209.752667497868,1143.4630307443194,78.45261332127517,1,2023-12-04
1194.2054978957394,1183.517161542755,68.08155937299134,11.394538267571306,1215.178202101997,1143.9200400855032,90.04068477439863,1,2023-12-05
1200.0568065169684,1187.600069520826,71.50949448877473,13.329586251682713,1222.988757648004,1142.1938351254337,91.32197470864261,0,2023-12-06
1204.4772974840537,1191.101920693694,70.1031558018298,14.532750278121512,1228.5223854316648,1143.300173162085,88.35597471991431,0,2023-12-07
1207.9762760664983,1194.2085644073898,69.62978293341934,15.258106249637422,1233.2813767285077,1144.5134108691484,85.06775600210287,1,2023-12-08
1211.165248599862,1197.1901892257335,70.22928380024382,15.795630283592573,1236.2102649711237,1148.9993541695012,85.10738845752391,0,2023-12-11
1210.5761657578416,1198.2125800584017,58.11541689242347,14.633542794499363,1235.4927822828295,1155.1558749437331,50.70229715679709,1,2023-12-12
1210.9911393487453,1199.6074315297742,60.18939936476243,13.94984518884462,1234.1846171020607,1162.4113423705958,59.97190495844617,1,2023-12-13
1214.0668359586325,1202.3026733558077,65.75936411881719,14.455698132315547,1237.294343015806,1164.6684011248192,88.2491058441785,1,2023-12-14
1219.4327468212673,1206.233785007933,70.40339455608205,15.937462425549938,1243.2666724968326,1165.418264026605,96.61806341475987,1,2023-12-15
1226.1243070583096,1210.9959319714633,73.52631894736952,17.926439174124653,1250.8798118867796,1166.0496436796268,91.57581501615957,1,2023-12-18
1234.960548104526,1217.065236813467,77.29484962238385,20.755235129713128,1261.4536103715127,1165.8780424605184,92.25499653504396,0,2023-12-19
1239.3860672346689,1221.0876812426902,68.53060279449183,21.504698153891923,1267.2205455218918,1167.4985340679518,67.59311780715467,1,2023-12-20
1246.2142663027971,1226.4070603728508,72.38718911286423,23.254016630037995,1276.2158357690428,1167.1912687231447,81.87268583906202,1,2023-12-21
1252.027470547459,1231.3384726848114,72.6421650251385,24.458936531786776,1284.0779831876969,1167.7779494294907,82.44611503510008,1,2023-12-22
1257.9615517192276,1236.4171816664664,73.98733680695437,25.640993490415894,1291.9089162585738,1169.123383546114,89.19761842356523,1,2023-12-26
1263.614005739027,1241.4298356818624,74.8874785553809,26.62471252479645,1299.2103330254306,1171.4119325995696,93.25939654104774,1,2023-12-27
